Region,Employment Status,Income,Number of Child(ren),Tax,Religion,Gender
West,Employed,17.544,3,1.81,Traditional,Male
East,Self Employed,19.312,2,2.64,Islam,Female
North,Self Employed,6.57,3,1.36,Islam,Male
North,Employed,15.936,4,1.92,Christianity,Male
West,Employed,791.964,6,65.14,Christianity,Female
West,Employed,9.522,1,1.74,Christianity,Male
West,Employed,4.923,3,1.26,Christianity,Female
East,Self Employed,135.516,1,7.32,Christianity,Male
East,Self Employed,64.704,6,4.14,Christianity,Male
East,Self Employed,17.472,3,1.75,Christianity,Female
East,Self Employed,15.552,3,1.35,Christianity,Male
South,Employed,70.448,7,18.63,Islam,Female
South,Employed,15.8,5,3.48,Islam,Male
South,Employed,14.368,2,2.31,Islam,Male
West,Unemployed,776.85,5,58.53,Christianity,Female
West,Unemployed,154.764,3,7.41,Christianity,Male
West,Unemployed,43.28,1,2.96,Christianity,Female
West,Unemployed,12.294,1,1.82,Christianity,Male
West,Self Employed,1080.096,6,53.84,Christianity,Male
West,Self Employed,273.568,2,12.71,Christianity,Female
West,Self Employed,58.416,2,6.26,Christianity,Male
West,Self Employed,51.56,5,5.15,Christianity,Female
West,Self Employed,13.194,2,1.8,Christianity,Male
West,Employed,31.68,4,2.66,Christianity,Male
West,Employed,32.7,5,1.95,Christianity,Female
West,Self Employed,127.372,2,7.56,Christianity,Male
West,Self Employed,47.952,3,6.44,Christianity,Female
East,Self Employed,91.008,9,8.08,Christianity,Male
East,Self Employed,39.594,1,1.99,Christianity,Male
West,Unemployed,129.92,5,7.88,Christianity,Female
West,Unemployed,45.528,3,7.63,Traditional,Male
North,Unemployed,20.808,9,5.26,Islam,Female
North,Unemployed,11.352,3,1.14,Islam,Male
East,Self Employed,269.982,3,1.18,Christianity,Male
West,Employed,8.384,1,1.44,Christianity,Female
West,Employed,6.848,2,1.27,Christianity,Male
West,Unemployed,4.416,3,1.31,Christianity,Female
West,Unemployed,47.984,2,1.51,Christianity,Male
West,Self Employed,227.136,4,44.07,Islam,Male
West,Self Employed,81.552,2,10.98,Islam,Female
West,Self Employed,34.656,2,5.54,Islam,Male
West,Self Employed,18.264,3,2.1,Islam,Female
North,Self Employed,83.988,2,6.33,Christianity,Male
North,Self Employed,13.248,4,2.18,Christianity,Male
West,Unemployed,254.352,3,27.8,Christianity,Female
East,Employed,9.408,7,1.64,Christianity,Male
West,Self Employed,19.04,4,2.07,Traditional,Female
West,Employed,255.968,4,23.17,Christianity,Male
West,Employed,239.96,10,19.4,Christianity,Male
West,Employed,54.768,2,4.88,Christianity,Female
West,Employed,13.392,3,2.02,Christianity,Male
West,Employed,23.92,5,1.51,Christianity,Female
West,Self Employed,19.536,3,1.85,Traditional,Male
West,Self Employed,442.4,7,33.74,Islam,Male
West,Self Employed,20.736,4,3.29,Islam,Female
West,Self Employed,7.168,2,1.85,Islam,Male
West,Self Employed,11.168,2,1.78,Islam,Female
West,Unemployed,458.43,5,26.3,Islam,Male
West,Self Employed,666.248,1,64.75,Islam,Male
West,Self Employed,52.512,6,11.11,Islam,Female
West,Self Employed,36.336,3,3.16,Islam,Male
West,Self Employed,38.976,3,1.69,Christianity,Female
West,Self Employed,34.8,3,1.47,Christianity,Male
West,Employed,103.936,4,4.1,Christianity,Male
West,Employed,9.396,3,1.62,Christianity,Female
West,Employed,2.202,2,1.11,Christianity,Male
West,Self Employed,206.991,3,16.34,Christianity,Female
West,Self Employed,95.968,4,3.36,Christianity,Male
West,Self Employed,24.896,4,2.45,Christianity,Male
West,Self Employed,9.006,2,1.66,Christianity,Female
West,Self Employed,3.984,1,1.17,Christianity,Male
West,Self Employed,44.416,2,1.07,Christianity,Female
West,Unemployed,284.08,10,18.93,Christianity,Male
West,Unemployed,11.264,8,1.97,Christianity,Male
West,Unemployed,18.496,4,1.86,Christianity,Female
East,Self Employed,887.271,3,118.98,Christianity,Male
East,Self Employed,429.6,2,24.61,Christianity,Female
East,Self Employed,31.968,2,2.1,Christianity,Male
East,Self Employed,21.696,4,1.68,Christianity,Male
East,Employed,143.952,3,7.77,Christianity,Female
West,Employed,151.2,3,9.21,Islam,Male
West,Employed,3.424,1,1.41,Islam,Female
North,Employed,348.488,7,73.87,Islam,Male
North,Employed,172.736,4,15.48,Islam,Male
East,Employed,77.24,5,1.15,Christianity,Female
East,Employed,6.848,2,1.79,Christianity,Male
North,Self Employed,241.17,2,52.17,Islam,Female
North,Self Employed,113.372,2,20.79,Islam,Male
North,Self Employed,127.936,8,8.46,Islam,Male
North,Self Employed,18.312,4,3.66,Islam,Female
North,Self Employed,12.585,1,2.17,Islam,Male
North,Self Employed,3.882,2,1.67,Islam,Female
North,Self Employed,786.744,4,152.11,Islam,Male
North,Self Employed,290.898,3,55.88,Islam,Male
North,Self Employed,100.24,10,28.68,Islam,Female
North,Self Employed,54.224,2,12.11,Islam,Male
North,Self Employed,37.764,6,9.59,Islam,Female
North,Unemployed,1141.47,5,166.97,Christianity,Male
North,Unemployed,280.782,3,25.02,Christianity,Male
West,Unemployed,83.976,3,11.96,Islam,Female
West,Unemployed,31.155,5,1.73,Christianity,Male
West,Unemployed,8.928,2,1.53,Christianity,Female
West,Unemployed,10.332,3,1.42,Christianity,Male
South,Unemployed,5.904,2,1.88,Islam,Male
West,Self Employed,40.776,3,3.17,Islam,Female
West,Self Employed,6.208,2,1.46,Christianity,Male
West,Unemployed,344.372,4,33.58,Islam,Female
West,Employed,62.808,3,8.16,Islam,Male
West,Self Employed,7.872,3,1.48,Christianity,Male
West,Employed,677.58,5,84.57,Traditional,Female
East,Employed,126.624,6,27.1,Atheist,Male
West,Employed,13.896,3,2,Traditional,Female
North,Self Employed,79.12,5,17.08,Islam,Male
North,Self Employed,37.392,3,6.79,Islam,Male
West,Self Employed,12.192,3,1.38,Islam,Female
West,Self Employed,657.93,5,43.04,Christianity,Male
West,Self Employed,12.448,2,1.87,Christianity,Female
West,Self Employed,3.552,2,1.1,Christianity,Male
East,Unemployed,815.292,9,130.94,Islam,Male
North,Self Employed,683.988,2,187.42,Islam,Female
North,Self Employed,527.92,2,99.25,Islam,Male
North,Self Employed,87.21,3,15.75,Islam,Female
North,Self Employed,13.392,3,2.26,Islam,Male
North,Self Employed,15.552,3,1.82,Islam,Male
North,Self Employed,16.776,3,1.44,Islam,Female
West,Unemployed,16.52,5,2.25,Traditional,Male
North,Self Employed,1924.16,8,259.62,Islam,Female
North,Self Employed,34.384,1,4.92,Islam,Male
West,Self Employed,11.088,7,1.67,Christianity,Male
West,Unemployed,2065.32,12,344.98,Islam,Female
West,Unemployed,1007.232,6,140.13,Islam,Male
West,Unemployed,516.488,7,52.75,Islam,Female
West,Unemployed,25.344,6,4,Islam,Male
West,Unemployed,25.176,4,1.97,Islam,Male
West,Unemployed,15.552,3,1.53,Islam,Female
West,Unemployed,9.648,6,1.15,Islam,Male
North,Self Employed,47.496,1,3.85,Christianity,Female
West,Self Employed,577.584,6,66.02,Islam,Male
East,Self Employed,71.372,2,15.65,Atheist,Male
East,Self Employed,121.104,6,8.95,Islam,Female
East,Self Employed,45.894,1,2.01,Islam,Male
East,Self Employed,47.984,2,4.7,Islam,Female
East,Self Employed,26.064,6,3.15,Islam,Male
West,Employed,399.54,4,42.58,Christianity,Male
West,Employed,42.368,2,3.35,Christianity,Female
West,Employed,32.382,3,2.99,Christianity,Male
West,Employed,64.784,1,1.99,Christianity,Female
West,Self Employed,398.972,2,36.3,Islam,Male
West,Self Employed,15.936,4,1.82,Islam,Male
West,Self Employed,8.001,7,1.51,Islam,Female
West,Self Employed,130.98,2,19.94,Islam,Male
West,Self Employed,198.744,4,16.87,Christianity,Female
West,Self Employed,599.97,5,15.85,Christianity,Male
West,Self Employed,9.184,2,1.79,Christianity,Male
West,Self Employed,1252.704,8,109.3,Christianity,Female
West,Self Employed,110.97,5,9,Christianity,Male
West,Employed,7.656,4,1.64,Christianity,Female
North,Unemployed,116.784,2,41.6,Atheist,Male
North,Unemployed,154.764,3,37.74,Atheist,Male
North,Unemployed,10.304,1,2.86,Atheist,Female
West,Self Employed,41.584,2,3.85,Christianity,Male
West,Self Employed,13.494,1,2,Christianity,Female
West,Self Employed,23.988,2,1.86,Christianity,Male
West,Self Employed,31.984,2,1.2,Christianity,Male
East,Employed,332.832,4,48.86,Islam,Female
East,Employed,19.136,4,2.96,Islam,Male
West,Employed,1931.958,7,142.76,Christianity,Female
West,Employed,258.696,3,21.5,Christianity,Male
West,Employed,141.372,2,13.87,Christianity,Male
West,Employed,95.88,3,5.28,Christianity,Female
West,Employed,17.024,2,1.54,Christianity,Male
West,Employed,4.503,1,1.43,Christianity,Female
West,Employed,4.672,1,1.21,Christianity,Male
West,Employed,3.036,2,1.18,Christianity,Male
East,Employed,552.56,5,136.12,Atheist,Female
East,Employed,449.1,3,94.26,Atheist,Male
East,Employed,386.68,2,94.07,Atheist,Female
East,Employed,379.96,5,70.08,Atheist,Male
East,Employed,539.91,3,59.05,Atheist,Male
East,Employed,453.6,3,56.68,Islam,Female
East,Employed,126.08,2,27.64,Atheist,Male
East,Employed,51.897,1,12.25,Atheist,Female
East,Employed,23.16,5,7.41,Atheist,Male
East,Employed,41.24,5,6.72,Atheist,Male
East,Employed,6.848,2,1.8,Islam,Female
East,Employed,4.626,2,1.44,Islam,Male
West,Self Employed,844.116,6,84.93,Islam,Female
West,Self Employed,59.904,2,8.74,Islam,Male
West,Self Employed,76.752,3,6.5,Islam,Male
West,Self Employed,27.552,3,3.28,Islam,Female
West,Self Employed,18.2,7,3.12,Islam,Male
West,Self Employed,23.696,2,2.56,Islam,Female
West,Self Employed,7.968,2,1.3,Islam,Male
West,Employed,519.792,4,60.59,Islam,Male
West,Employed,254.352,3,47.06,Islam,Female
North,Employed,99.136,4,14.98,Islam,Male
West,Employed,31.176,3,3.47,Islam,Female
West,Employed,10.368,2,2.01,Islam,Male
West,Employed,10.272,3,1.8,Islam,Male
West,Employed,3.762,3,1.72,Islam,Female
West,Employed,2.724,2,1.37,Islam,Male
West,Employed,1801.632,6,324.93,Islam,Female
West,Employed,409.272,2,50.72,Islam,Male
West,Employed,55.44,11,9.36,Islam,Male
West,Employed,67.176,1,7.24,Islam,Female
West,Employed,20.928,4,2.92,Islam,Male
West,Employed,4.224,3,1.36,Islam,Female
West,Employed,2.655,1,1.28,Christianity,Male
North,Self Employed,24.048,9,6.62,Islam,Male
North,Self Employed,23.904,6,1.83,Christianity,Female
West,Employed,859.2,4,60.09,Christianity,Male
West,Employed,20.136,3,1.87,Christianity,Female
West,Employed,8.856,3,1.5,Christianity,Male
West,Employed,3.312,1,1.41,Christianity,Male
North,Self Employed,11.632,2,1.59,Christianity,Female
North,Employed,2.502,3,1.75,Atheist,Male
West,Employed,34.848,2,3.32,Christianity,Female
West,Employed,1.504,1,1.13,Christianity,Male
East,Self Employed,4416.174,9,566.65,Christianity,Male
West,Self Employed,3083.43,7,242.6,Christianity,Female
West,Self Employed,124.2,3,8.63,Christianity,Male
West,Self Employed,86.304,6,7.53,Christianity,Female
West,Self Employed,9.618,2,1.75,Christianity,Male
West,Self Employed,6.858,6,1.67,Christianity,Male
West,Self Employed,15.76,2,1.56,Christianity,Female
West,Self Employed,3.264,2,1.29,Christianity,Male
West,Self Employed,853.092,6,85.4,Islam,Female
North,Self Employed,1079.316,6,258.42,Atheist,Male
North,Unemployed,35.36,2,11.46,Atheist,Male
North,Unemployed,3.168,2,1.88,Atheist,Female
West,Unemployed,547.136,4,47.4,Christianity,Male
West,Unemployed,563.808,4,36.89,Christianity,Female
West,Unemployed,352.45,5,21.45,Christianity,Male
West,Unemployed,98.112,7,5.91,Christianity,Male
West,Unemployed,41.988,2,2.67,Christianity,Female
West,Unemployed,14.85,5,2.05,Christianity,Male
West,Unemployed,7.584,1,1.75,Christianity,Female
West,Unemployed,10.428,4,1.73,Christianity,Male
West,Employed,47.984,2,4.69,Traditional,Male
West,Employed,5.472,3,1.82,Traditional,Female
West,Self Employed,152.991,3,13.99,Christianity,Male
North,Self Employed,87.92,5,13.85,Atheist,Female
West,Self Employed,94.92,4,5.54,Christianity,Male
North,Self Employed,3.273,1,1.36,Atheist,Male
West,Self Employed,10.584,7,1.14,Christianity,Female
East,Self Employed,303.92,5,51.33,Islam,Male
West,Employed,15.008,2,1.89,Christianity,Female
East,Self Employed,8.856,3,1.08,Islam,Male
East,Employed,521.96,4,41.99,Christianity,Male
East,Employed,23.968,2,2.07,Christianity,Female
West,Employed,65.584,2,5.54,Christianity,Male
West,Employed,37.896,4,1.97,Christianity,Female
West,Employed,254.352,6,43.03,Islam,Male
West,Employed,422.058,3,38.34,Islam,Male
West,Employed,38.088,4,1.58,Islam,Female
North,Employed,637.896,3,188.95,Atheist,Male
North,Employed,210.68,2,79.52,Atheist,Female
North,Employed,240.744,4,68.01,Atheist,Male
North,Employed,35,4,8.98,Atheist,Male
North,Employed,43.44,8,5.97,Atheist,Female
North,Employed,2.22,1,1.64,Atheist,Male
East,Self Employed,1604.9,5,289.82,Christianity,Female
East,Self Employed,385.686,1,43.68,Christianity,Male
East,Self Employed,14.76,2,2.37,Christianity,Male
East,Self Employed,49.25,5,2.26,Christianity,Female
East,Self Employed,10.16,2,1.54,Christianity,Male
East,Self Employed,17.67,3,1.53,Christianity,Female
East,Self Employed,34.08,2,1.37,Christianity,Male
North,Employed,42.76,1,10.22,Islam,Male
East,Unemployed,592.74,6,37.69,Islam,Female
West,Self Employed,102.93,3,10.46,Christianity,Male
North,Self Employed,39.96,2,4.21,Islam,Female
North,Self Employed,16.9,5,2.98,Islam,Male
East,Self Employed,39.96,4,13.21,Atheist,Male
East,Self Employed,29.7,5,6.42,Atheist,Female
East,Unemployed,128.85,3,25.64,Islam,Male
East,Unemployed,199.98,2,19.77,Islam,Female
East,Unemployed,110.98,1,16.15,Islam,Male
East,Unemployed,8.4,2,1.71,Islam,Male
North,Self Employed,69.52,2,9.55,Christianity,Female
West,Unemployed,5399.91,9,254.03,Christianity,Male
West,Unemployed,30.4,1,2.99,Christianity,Female
West,Unemployed,119.1,3,1.66,Christianity,Male
West,Unemployed,2079.4,5,101.18,Christianity,Male
West,Unemployed,629.95,5,34.6,Christianity,Female
West,Unemployed,72.42,6,4.27,Christianity,Male
West,Employed,493.92,7,78.5,Islam,Female
West,Employed,105.98,2,16.24,Islam,Male
West,Self Employed,14.9,5,1.09,Christianity,Male
East,Employed,695.16,6,86.2,Christianity,Female
East,Employed,220.98,1,12.61,Christianity,Male
West,Unemployed,1687.8,4,234.73,Traditional,Female
West,Unemployed,605.88,6,54.17,Traditional,Male
West,Unemployed,195.64,4,18.74,Traditional,Male
West,Unemployed,341.96,2,12.28,Traditional,Female
West,Unemployed,14.94,3,1.84,Traditional,Male
North,Employed,69.98,2,5.05,Islam,Female
North,Unemployed,1606.23,9,418.26,Islam,Male
North,Unemployed,872.32,4,260.38,Islam,Male
North,Unemployed,49.53,3,9.65,Islam,Female
North,Unemployed,17.04,3,2,Islam,Male
West,Employed,12.96,2,1.9,Christianity,Female
East,Employed,1999.96,4,223.21,Christianity,Male
North,Employed,111.96,2,17.43,Islam,Male
East,Employed,252,4,18.43,Christianity,Female
East,Employed,49.96,2,3.08,Islam,Male
East,Employed,12.96,2,2.02,Islam,Female
East,Self Employed,52.96,2,2.72,Islam,Male
North,Employed,45.36,7,15.36,Islam,Male
North,Employed,45.78,3,6.3,Islam,Female
West,Employed,51.45,3,7.42,Islam,Male
East,Employed,397.6,5,121.91,Atheist,Female
East,Employed,85.96,7,13.78,Atheist,Male
East,Employed,45.66,3,8.44,Atheist,Male
East,Employed,13.12,4,4.16,Atheist,Female
South,Self Employed,354.9,5,74.5,Islam,Male
West,Employed,186.69,3,11.65,Christianity,Female
West,Self Employed,1690.04,4,126.03,Christianity,Male
West,Self Employed,887.84,8,68.78,Christianity,Male
West,Self Employed,629.95,5,35.45,Christianity,Female
West,Self Employed,113.73,3,12.25,Christianity,Male
West,Self Employed,121.96,2,7.32,Christianity,Female
West,Self Employed,85.96,7,5.61,Christianity,Male
West,Self Employed,63.96,2,4.12,Christianity,Male
West,Self Employed,14.6,2,2.04,Christianity,Female
West,Self Employed,23.92,4,1.37,Christianity,Male
South,Self Employed,58.34,2,5.02,Islam,Female
South,Self Employed,14.2,2,3.32,Islam,Male
South,Self Employed,12.96,2,2.73,Islam,Male
East,Employed,60.12,9,9.52,Christianity,Female
East,Employed,75.98,2,7.54,Christianity,Male
East,Employed,22.32,3,3.63,Christianity,Female
East,Employed,10.2,5,1.82,Christianity,Male
East,Employed,6.46,2,1.54,Christianity,Male
East,Employed,24.1,5,1.22,Christianity,Female
West,Unemployed,25.92,4,1.7,Christianity,Male
East,Self Employed,301.96,2,32.46,Islam,Female
East,Self Employed,23.88,6,1.68,Christianity,Male
East,Self Employed,62.91,3,6.14,Christianity,Male
West,Employed,629.95,5,43.12,Christianity,Female
West,Employed,122.97,3,8.91,Christianity,Male
East,Self Employed,191.88,6,12.28,Islam,Female
North,Employed,127.95,3,20.29,Islam,Male
West,Employed,628.81,7,68.87,Christianity,Male
West,Employed,56.45,5,2.22,Christianity,Female
North,Self Employed,31.56,4,2.74,Christianity,Male
North,Self Employed,27.92,4,2.4,Christianity,Female
East,Self Employed,545.94,6,52.32,Christianity,Male
East,Self Employed,269.49,3,21.52,Christianity,Male
West,Employed,14.76,2,1.38,Christianity,Female
South,Self Employed,11.85,3,5.06,Atheist,Male
East,Employed,327.84,8,19.83,Christianity,Female
East,Employed,79.1,2,4.73,Christianity,Male
East,Self Employed,25.5,3,4.91,Atheist,Male
North,Employed,141.96,2,24.59,Islam,Female
North,Employed,10.68,2,1.39,Islam,Male
West,Employed,389.97,3,34.65,Christianity,Female
West,Employed,416.32,2,29.37,Christianity,Male
West,Employed,182.94,3,21.09,Christianity,Male
West,Employed,60.83,7,4.32,Christianity,Female
West,Employed,43,5,2.25,Christianity,Male
West,Employed,14.62,2,2,Christianity,Female
West,Self Employed,20.23,7,1.26,Christianity,Male
West,Employed,6.54,3,1.52,Christianity,Male
West,Employed,2.97,3,1.13,Christianity,Female
West,Self Employed,88.96,8,3.12,Christianity,Male
East,Unemployed,67.56,3,9.67,Atheist,Female
West,Employed,157.794,1,8.81,Christianity,Male
West,Employed,170.352,3,13.11,Christianity,Male
West,Employed,2.808,3,1.24,Christianity,Female
West,Employed,38.088,4,1.17,Christianity,Male
West,Employed,8.1,5,1.47,Christianity,Female
West,Self Employed,95.976,3,8.98,Christianity,Male
West,Self Employed,143.928,9,5.34,Christianity,Male
West,Self Employed,4.928,2,1.45,Christianity,Female
West,Self Employed,3.564,2,1.27,Christianity,Male
East,Unemployed,91.475,1,10.93,Christianity,Female
West,Employed,132.224,4,19.17,Islam,Male
West,Self Employed,390.368,2,26.16,Christianity,Male
West,Self Employed,101.52,5,6.74,Christianity,Female
